review,rating,tanggal,sentimen,review_clean,text_final
"Sistem verifikasi ini benar-benar kontradiktif dan berulang. Untuk apa saya diminta melakukan validasi OTP via WhatsApp jika ujung-ujungnya sistem tetap memaksa verifikasi password di tahap yang sama? Jika saya memilih jalur OTP, itu tandanya ada kendala pada password atau saya membutuhkan akses cepat. Menanyakan kembali password setelah OTP berhasil adalah langkah yang sia-sia dan hanya membuang waktu. Ini bukan lagi soal keamanan, tapi alur yang 'cacat logika' karena sistem yang tidak jelas.",1,2026-04-13 19:31:19,Negatif,sistem verifikasi ini benar benar kontradiktif dan berulang untuk apa saya diminta melakukan validasi otp via whatsapp jika ujung ujungnya sistem tetap memaksa verifikasi password di tahap yang sama jika saya memilih jalur otp itu tandanya ada kendala pada password atau saya membutuhkan akses cepat menanyakan kembali password setelah otp berhasil adalah langkah yang sia sia dan hanya membuang waktu ini bukan lagi soal keamanan tapi alur yang cacat logika karena sistem yang tidak jelas,sistem verifikasi benar benar kontradiktif ulang minta laku validasi otp via whatsapp ujung ujung sistem tetap paksa verifikasi password tahap pilih jalur otp tanda kendala password butuh akses cepat tanya kembali password telah otp hasil langkah sia sia hanya buang waktu bukan soal aman alur cacat logika sistem jelas
"Semakin berat, hp ku tak sanggup, tolong lebih ringan app nya",2,2026-04-13 19:22:49,Negatif,semakin berat hp ku tak sanggup tolong lebih ringan app nya,makin berat hp ku tak sanggup tolong ringan nya
ok,5,2026-04-13 19:18:12,Positif,ok,ok
pelayanan di shopee cepat,5,2026-04-13 19:00:21,Positif,pelayanan di shopee cepat,layan cepat
"skrg jasa pengirimannya paketnya tidak bagus krn lelet sekali.. jadwal penerimaan paket tidak sesuai estimasi sistemnya.. sekarang udah lebih dari jadwal yg di tentukan, alih2 di kasih garansi penerimaan paket di hargai 10.000,, yg dimana garansi itu ga tau alurny apakah bisa di klaim atau tidak,, atau hanya hiasan kebahagiaan konsumen saja agar konsumen tidak marah, krn smpe skrg claim garansi penerimaan keterlambatan paket tidak ada saya temukan di akun saya. 🤧",1,2026-04-13 18:43:40,Negatif,skrg jasa pengirimannya paketnya tidak bagus krn lelet sekali jadwal penerimaan paket tidak sesuai estimasi sistemnya sekarang udah lebih dari jadwal yg di tentukan alih di kasih garansi penerimaan paket di hargai yg dimana garansi itu ga tau alurny apakah bisa di klaim atau tidak atau hanya hiasan kebahagiaan konsumen saja agar konsumen tidak marah krn smpe skrg claim garansi penerimaan keterlambatan paket tidak ada saya temukan di akun saya,skrg jasa kirim paket bagus lelet jadwal terima paket sesuai estimasi sistem sekarang jadwal tentu alih kasih garansi terima paket harga garansi tau alurny apakah klaim hanya hias bahagia konsumen konsumen marah sampai skrg claim garansi terima lambat paket temu akun
"petugas ekspedisi gak becus, lambat dan tidak profesional tak seperti petugas JNT sangat cepat dan profesional",1,2026-04-13 18:37:37,Negatif,petugas ekspedisi gak becus lambat dan tidak profesional tak seperti petugas jnt sangat cepat dan profesional,tugas ekspedisi becus lambat profesional tak seperti tugas jnt cepat profesional
Good👍👍👍👍,5,2026-04-13 18:37:29,Positif,good,good
ok banget,5,2026-04-13 18:35:21,Positif,ok banget,ok
nice,5,2026-04-13 18:35:01,Positif,nice,nice
Pokoknya mah cakep bgt belanja d shopee mks untk semuanya,5,2026-04-13 18:31:57,Positif,pokoknya mah cakep bgt belanja d shopee mks untk semuanya,pokok mah cakep banget belanja mks untk semua
baguss sekli,5,2026-04-13 18:22:24,Positif,baguss sekli,baguss sekli
"kenapa kalau pesan di shoppe sekali baru sampai, kadang satu bulan,,,, kecewa bangettttttttttt",4,2026-04-13 18:15:27,Positif,kenapa kalau pesan di shoppe sekali baru sampai kadang satu bulan kecewa bangettttttttttt,pesan shoppe baru sampai kadang bulan kecewa bangettttttttttt
cukup keren,3,2026-04-13 18:12:34,Netral,cukup keren,cukup bagus
semoga sukses selalu,5,2026-04-13 18:06:12,Positif,semoga sukses selalu,moga sukses
"apassiiii gw ga bisa beli , """,3,2026-04-13 17:56:54,Netral,apassiiii gw ga bisa beli,apassiiii beli
baik,4,2026-04-13 17:50:17,Positif,baik,baik
bnyk barang dlm video bagus datang lain gak berguna makin ke sini kualitas barang kW semua KLO ada pelanggang yg kena tipu shpee tak mengambil tindakan saya tiap Minggu biasa cod tapi sekarang rasanya malas boleh dicek KLO saya bohong,5,2026-04-13 17:49:32,Positif,bnyk barang dlm video bagus datang lain gak berguna makin ke sini kualitas barang kw semua klo ada pelanggang yg kena tipu shpee tak mengambil tindakan saya tiap minggu biasa cod tapi sekarang rasanya malas boleh dicek klo saya bohong,bnyk barang dlm video bagus datang lain guna makin kualitas barang kw semua klo langgang kena tipu shpee tak ambil tindak tiap minggu biasa cod sekarang rasa malas boleh cek klo bohong
cukup di pahami sejauh ini,3,2026-04-13 17:48:23,Netral,cukup di pahami sejauh ini,cukup paham jauh
sangat memuaskan,5,2026-04-13 17:46:32,Positif,sangat memuaskan,muas
terbaik,5,2026-04-13 17:43:55,Positif,terbaik,baik
💯,5,2026-04-13 17:41:42,Positif,,
"aplikasi sama sistem ekspedisinya blangsak. masa Jabodetabek bisa 1 minggu barang baru sampe, macem over land aja. BLANGSAK 👎",1,2026-04-13 17:41:28,Negatif,aplikasi sama sistem ekspedisinya blangsak masa jabodetabek bisa minggu barang baru sampe macem over land aja blangsak,sistem ekspedisi blangsak masa jabodetabek minggu barang baru sampai macem over land blangsak
Oke mantap👍,5,2026-04-13 17:33:50,Positif,oke mantap,oke bagus
mntap,5,2026-04-13 17:33:23,Positif,mntap,mntap
Sudah lama pake shopee tapi gak dikasi SpayLater dan Spinjam....mgkn selesai belanja bulan ini aku pindah ke lain hati aja ya. thanks shopee...,5,2026-04-13 17:32:52,Positif,sudah lama pake shopee tapi gak dikasi spaylater dan spinjam mgkn selesai belanja bulan ini aku pindah ke lain hati aja ya thanks shopee,lama pake kasi spaylater spinjam mgkn selesai belanja bulan aku pindah lain hati ya thanks
ok,5,2026-04-13 17:32:17,Positif,ok,ok
kalo bikin iklan tu yg bener masa iya lagi iklan tiba langsung masuk ke apk nya,1,2026-04-13 17:26:46,Negatif,kalo bikin iklan tu yg bener masa iya lagi iklan tiba langsung masuk ke apk nya,kalo bikin iklan tu benar masa iya iklan tiba langsung masuk apk nya
"Alangkah baiknya fitur pembayaran nya ditambah dengan opsi e-wallet, biar lebih memudahkan",1,2026-04-13 17:10:05,Negatif,alangkah baiknya fitur pembayaran nya ditambah dengan opsi e wallet biar lebih memudahkan,alangkah baik fitur bayar nya tambah opsi wallet biar mudah
"shopee skrg jelek bgt ya ekspedisinya terutama spx, pengirimannya suka muter"" respon cs jg ga solutif bgt pokoknya payahh bgt shopee skrg",2,2026-04-13 17:09:52,Negatif,shopee skrg jelek bgt ya ekspedisinya terutama spx pengirimannya suka muter respon cs jg ga solutif bgt pokoknya payahh bgt shopee skrg,skrg buruk banget ya ekspedisi utama spx kirim suka muter respon cs solutif banget pokok payahh banget skrg
"masukan dong shopee kalo baru buka shopee jangan langsung ke page vidio kadang suka nge crash tiap buka shopee udah dipindahin ke page home malah suara vidio nya masih ada terus dicoba diulang gitu lagi terus, mending pas buka shopee langsung ke home aja",5,2026-04-13 17:07:43,Positif,masukan dong shopee kalo baru buka shopee jangan langsung ke page vidio kadang suka nge crash tiap buka shopee udah dipindahin ke page home malah suara vidio nya masih ada terus dicoba diulang gitu lagi terus mending pas buka shopee langsung ke home aja,masuk dong kalo baru buka jangan langsung page vidio kadang suka nge crash tiap buka dipindahin page home malah suara vidio nya terus coba ulang gitu terus mending pas buka langsung home
sangat bagus,5,2026-04-13 16:53:58,Positif,sangat bagus,bagus
makaaih,5,2026-04-13 16:53:57,Positif,makaaih,makaaih
"apk gk guna, 3x beli hp, ketipu uang tidak bisa kembali,",1,2026-04-13 16:53:24,Negatif,apk gk guna x beli hp ketipu uang tidak bisa kembali,apk guna beli hp tipu uang kembali
bagusss,5,2026-04-13 16:51:35,Positif,bagusss,bagusss
"ni gw ksh tau...knp klo order food lama?? krena shopee licik, di apk customer ga dksh tau titik awal driver...nyatanya, driver yg dpet itu minimal 2 km dr lokasi resto ( bukan driver terdekat )",1,2026-04-13 16:49:05,Negatif,ni gw ksh tau knp klo order food lama krena shopee licik di apk customer ga dksh tau titik awal driver nyatanya driver yg dpet itu minimal km dr lokasi resto bukan driver terdekat,ni ksh tau klo order food lama krena licik apk customer dksh tau titik awal driver nyata driver dpet minimal km lokasi resto bukan driver dekat
"saya sebagai penjual seringkali dibuat kecewa oleh shopee, barang yang sudah selesai tapi pelepasan dana nya terlalu lama, padahal pembeli sudah menilai produk, tapi dana yang cair sangat lama.",3,2026-04-13 16:46:10,Netral,saya sebagai penjual seringkali dibuat kecewa oleh shopee barang yang sudah selesai tapi pelepasan dana nya terlalu lama padahal pembeli sudah menilai produk tapi dana yang cair sangat lama,bagai jual seringkali buat kecewa barang selesai lepas dana nya terlalu lama padahal beli nilai produk dana cair lama
"Shopee lu kenapa sih, Perasaan kagak mencet apa"" dah waktu iklan, tb"" masuk ke aplikasi, mbok yo jangan maksa to, bikin badmood aja. Padahal aplikasinya udah oke banget, tp iklannya tu lho bikin jengkel, udah sering belanja di shopee, tp masih aja iklannya berkeliaran dimana""",3,2026-04-13 16:45:05,Netral,shopee lu kenapa sih perasaan kagak mencet apa dah waktu iklan tb masuk ke aplikasi mbok yo jangan maksa to bikin badmood aja padahal aplikasinya udah oke banget tp iklannya tu lho bikin jengkel udah sering belanja di shopee tp masih aja iklannya berkeliaran dimana,sih asa mencet dah waktu iklan tb masuk mbok yo jangan maksa to bikin badmood padahal aplikasi oke tapi iklan tu lho bikin jengkel sering belanja tapi iklan liar
Sangat puas dengan berbagai layanan shoppee,5,2026-04-13 16:39:53,Positif,sangat puas dengan berbagai layanan shoppee,puas bagai layan shoppee
ongkir murah pelayanan responsif di dukung promo / diskon dan produk yg menarik,5,2026-04-13 16:39:28,Positif,ongkir murah pelayanan responsif di dukung promo diskon dan produk yg menarik,ongkir murah layan responsif dukung promo diskon produk tarik
bagus sekali tapi diskonnya mahal,5,2026-04-13 16:38:07,Positif,bagus sekali tapi diskonnya mahal,bagus diskon mahal
BAGUS ABIS APK SHOPEE INDONESIA POKOKNYA,5,2026-04-13 16:36:20,Positif,bagus abis apk shopee indonesia pokoknya,bagus abis apk indonesia pokok
sangat membantu,5,2026-04-13 16:32:34,Positif,sangat membantu,bantu
suka sekali,5,2026-04-13 16:30:08,Positif,suka sekali,suka
mantap,5,2026-04-13 16:27:06,Positif,mantap,bagus
masih banyak bug nya..,1,2026-04-13 16:26:36,Negatif,masih banyak bug nya,banyak bug nya
"setelah sering berbelanja di sini,makin kelihatan ,ternyata ada aja toko dan star bintang tinggi yg menipu...kita beli apa yg di kirim apa...jadi lebih berhati 2 dlm bertransaksi..dan tolong utk aduan ...di tindak lanjuti..agar tdk ada lagi penjual yg seenak jidat kirim barang yg TDK sesuai yg kita pesan",3,2026-04-13 16:17:28,Netral,setelah sering berbelanja di sini makin kelihatan ternyata ada aja toko dan star bintang tinggi yg menipu kita beli apa yg di kirim apa jadi lebih berhati dlm bertransaksi dan tolong utk aduan di tindak lanjuti agar tdk ada lagi penjual yg seenak jidat kirim barang yg tdk sesuai yg kita pesan,telah sering belanja makin lihat nyata toko star bintang tinggi tipu beli kirim jadi hati dlm transaksi tolong adu tindak lanjut jual enak jidat kirim barang sesuai pesan
perubahan tanpa ada persetujuan.,1,2026-04-13 16:17:23,Negatif,perubahan tanpa ada persetujuan,ubah tanpa tuju
sangat serius,5,2026-04-13 16:16:57,Positif,sangat serius,serius
"Bisa ga sih SHOPIE lebih bijak lagi, saya kasih reting rendah nih, soal COD tolong buka lagi dong, jangan karena banyak barang yg saya Cancel, tapi lihat pembelianku berapa ITEM yg saya beli, dan lagian yang saya cancel barang yg tidak sesuai dengan deskripsi yg penjual tawarkan, jangan memperhambat saya sebagai pengguna SHOPIE melalui COD.. hanya beberapa ITEM yg saya cancel langsung di tutup system COD nya... apa harus saya banding bandingkan dengan online shop sebelah, dah gercep ga lelet...",2,2026-04-13 16:11:57,Negatif,bisa ga sih shopie lebih bijak lagi saya kasih reting rendah nih soal cod tolong buka lagi dong jangan karena banyak barang yg saya cancel tapi lihat pembelianku berapa item yg saya beli dan lagian yang saya cancel barang yg tidak sesuai dengan deskripsi yg penjual tawarkan jangan memperhambat saya sebagai pengguna shopie melalui cod hanya beberapa item yg saya cancel langsung di tutup system cod nya apa harus saya banding bandingkan dengan online shop sebelah dah gercep ga lelet,sih shopie bijak kasih reting rendah nih soal cod tolong buka dong jangan banyak barang cancel lihat beli berapa item beli lagi cancel barang sesuai deskripsi jual tawar jangan hambat bagai guna shopie lalu cod hanya beberapa item cancel langsung tutup system cod nya banding banding online shop belah dah gercep lelet
"senang belanja di shopee banyak pilihan,,mau yg murah yg mahal,,semua tersedia.",5,2026-04-13 16:11:30,Positif,senang belanja di shopee banyak pilihan mau yg murah yg mahal semua tersedia,senang belanja banyak pilih ingin murah mahal semua sedia
sopiy sekarang parahh kulir yg bermasah akun syh yg d blok,1,2026-04-13 16:07:38,Negatif,sopiy sekarang parahh kulir yg bermasah akun syh yg d blok,sopiy sekarang parahh kulir bermasah akun syh blok
barangnya bagus sudah bersertifikat halal juga,5,2026-04-13 16:07:34,Positif,barangnya bagus sudah bersertifikat halal juga,barang bagus sertifikat halal
satisfying,5,2026-04-13 16:05:57,Positif,satisfying,satisfying
"PENGIRIMAN LELET POLL, GAGAL DI DIKIRIM LAH.. KURIR UDAH DI TUGASIN TAPI GA DIKIRIM² MASALAHNYA GUE BAYAR SETAN ! DI BENERIN LAGI PLEASE SHOPEE DUHHH URAH BEBERAPA KALI LHOO BISA DI TINGKATIN LAGI GA SI ? HUH?",1,2026-04-13 16:04:02,Negatif,pengiriman lelet poll gagal di dikirim lah kurir udah di tugasin tapi ga dikirim masalahnya gue bayar setan di benerin lagi please shopee duhhh urah beberapa kali lhoo bisa di tingkatin lagi ga si huh,kirim lelet poll gagal kirim kurir tugasin kirim masalah bayar setan benerin please duhhh urah beberapa kali lhoo tingkatin si huh
keren,3,2026-04-13 16:02:23,Netral,keren,bagus
pengiriman sampe 3 minggu. udah gitu masih juga lewat estimasi. mana bukan sekali. barang udah nyampe d kota tujuan tp gak diantar 2 kurir. tiap hari statusnya tertunda.,1,2026-04-13 16:02:07,Negatif,pengiriman sampe minggu udah gitu masih juga lewat estimasi mana bukan sekali barang udah nyampe d kota tujuan tp gak diantar kurir tiap hari statusnya tertunda,kirim sampai minggu gitu lewat estimasi mana bukan barang nyampe kota tuju tapi antar kurir tiap hari status tunda
'verifikasi dengan salah satu cara dibawah ini' tapi pilihannya cuma wajah dih,1,2026-04-13 15:56:39,Negatif,verifikasi dengan salah satu cara dibawah ini tapi pilihannya cuma wajah dih,verifikasi salah cara bawah pilih cuma wajah dih
semoga shopee menjadi tempat belanja yg amanah selamanya.,5,2026-04-13 15:56:35,Positif,semoga shopee menjadi tempat belanja yg amanah selamanya,moga tempat belanja amanah lama
ok,5,2026-04-13 15:56:02,Positif,ok,ok
sangat puuas bisa belanja di shoppee pelayanan nyaa juga sangat baikk .,5,2026-04-13 15:53:28,Positif,sangat puuas bisa belanja di shoppee pelayanan nyaa juga sangat baikk,puuas belanja shoppee layan nyaa baikk
sangat membantu,5,2026-04-13 15:50:40,Positif,sangat membantu,bantu
"gara"" telat bayar spaylater sekarang jadi gabisa dipakai saldo spaylater nya padahal udah 2 tahun sampe sekarang masih dibekukan",5,2026-04-13 15:50:22,Positif,gara telat bayar spaylater sekarang jadi gabisa dipakai saldo spaylater nya padahal udah tahun sampe sekarang masih dibekukan,gara telat bayar spaylater sekarang jadi gabisa pakai saldo spaylater nya padahal tahun sampai sekarang beku
voucher nya banyak ga rugi pake shopee,5,2026-04-13 15:49:45,Positif,voucher nya banyak ga rugi pake shopee,voucher nya banyak rugi pake
terbaik,5,2026-04-13 15:49:44,Positif,terbaik,baik
"Sudah 1 tahun lebih akun masih dibekukan Splater ku , padahal limit 100rb telat juga berapa hari itu juga sudah aku lunasi sama bunganya ,kok masih peninjauan dengan tim ,bukanya bisa pembaruan limit atau pengajuan lagi.",5,2026-04-13 15:49:23,Positif,sudah tahun lebih akun masih dibekukan splater ku padahal limit rb telat juga berapa hari itu juga sudah aku lunasi sama bunganya kok masih peninjauan dengan tim bukanya bisa pembaruan limit atau pengajuan lagi,tahun akun beku splater ku padahal limit rb telat berapa hari aku lunas bunga kok tinjau tim buka baru limit aju
bagus sangat baik untuk di gunakan,5,2026-04-13 15:49:02,Positif,bagus sangat baik untuk di gunakan,bagus baik guna
ok,5,2026-04-13 15:46:52,Positif,ok,ok
"kenapa dari puasa sampe sekarang akun saya gak bisa cod,tlong diperbaiki",4,2026-04-13 15:45:36,Positif,kenapa dari puasa sampe sekarang akun saya gak bisa cod tlong diperbaiki,puasa sampai sekarang akun cod tlong baik
okelah,5,2026-04-13 15:43:50,Positif,okelah,oke
