review_asli,review_clean,review_normalized,rating,label,tanggal
"Sangat buruk untuk kali ini, tidak bisa menyelesaikan masalah. Pengembalian barang sudah masuk hari ke-3, tapi belum ada pickup ke rumah. Enak bener jadi seller begini, order 10 kilogram cuma dikirim 200gram. Ingin dikembalikan tapi pickup tidak kunjung datang. Parah, Member Platinum prioritas hanya sebatas formalitas saja. tak ada guna!!!",sangat buruk untuk kali ini tidak bisa menyelesaikan masalah pengembalian barang sudah masuk hari ke tapi belum ada pickup ke rumah enak bener jadi seller begini order kilogram cuma dikirim gram ingin dikembalikan tapi pickup tidak kunjung datang parah member platinum prioritas hanya sebatas formalitas saja tak ada guna,sangat buruk untuk kali ini tidak bisa menyelesaikan masalah pengembalian barang sudah masuk hari ke tapi belum ada pickup ke rumah enak bener jadi penjual begini order kilogram cuma dikirim gram ingin dikembalikan tapi pickup tidak kunjung datang buruk sekali member platinum prioritas hanya sebatas formalitas saja tak ada guna,1,Negatif,2026-04-13 13:57:51
"pengiriman nya skrng jelek banget terutama ekspedisi spx parah 4x belanja di shope status pesanan nya selalu muter"", dr hub jaktim ke hub jakarta utara balik lg ke hub jaktim di oper ke hub jakarta barat abis tu di oper lg ke hub jaktim jakut lagi, padahal saya tinggl di jakbar, sampe batal sistem pesanan nya gagal kirim parah!!! marketplace gede tp sistem ekspedisi nya jelek bgni skrng",pengiriman nya skrng jelek banget terutama ekspedisi spx parah x belanja di shope status pesanan nya selalu muter dr hub jaktim ke hub jakarta utara balik lg ke hub jaktim di oper ke hub jakarta barat abis tu di oper lg ke hub jaktim jakut lagi padahal saya tinggl di jakbar sampe batal sistem pesanan nya gagal kirim parah marketplace gede tp sistem ekspedisi nya jelek bgni skrng,pengiriman nya skrng jelek banget terutama ekspedisi spx buruk sekali x belanja di shope status pesanan nya selalu muter dari hub jaktim ke hub jakarta utara balik sedang/lagi ke hub jaktim di oper ke hub jakarta barat abis tu di oper sedang/lagi ke hub jaktim jakut lagi padahal saya tinggl di jakbar sampe batal sistem pesanan nya gagal kirim buruk sekali marketplace gede tapi sistem ekspedisi nya jelek bgni skrng,1,Negatif,2026-04-13 13:55:28
"Mantap, walaupun ada beberapa mmasalah mengenai pembatalan produk, karena Seller menolak pembatalan. Takut pesanan dobel satu produk.... Semoga lebih baik lagi dalam pembatalan produk karena ingin mengubah pesanan",mantap walaupun ada beberapa mmasalah mengenai pembatalan produk karena seller menolak pembatalan takut pesanan dobel satu produk semoga lebih baik lagi dalam pembatalan produk karena ingin mengubah pesanan,bagus/memuaskan walaupun ada beberapa mmasalah mengenai pembatalan produk karena penjual menolak pembatalan takut pesanan dobel satu produk semoga lebih baik lagi dalam pembatalan produk karena ingin mengubah pesanan,5,Positif,2026-04-13 13:50:41
sangat membantu,sangat membantu,sangat membantu,5,Positif,2026-04-13 13:49:38
"Jelek, selalu kena tipu. Dan soal iklan judi ny terlalu banyak 👎",jelek selalu kena tipu dan soal iklan judi ny terlalu banyak,jelek selalu kena tipu dan soal iklan judi ny terlalu banyak,1,Negatif,2026-04-13 13:49:08
"Pelayanan Market place terbaik di indonesia. Melindungi konsumen dengan baik, Tolong Seller yang tidak bertanggung jawab / yang menjual tidak sesuai pesanan konsum n diberi peringatan,bila perlu di bekukan lapak penjualan nya.",pelayanan market place terbaik di indonesia melindungi konsumen dengan baik tolong seller yang tidak bertanggung jawab yang menjual tidak sesuai pesanan konsum n diberi peringatan bila perlu di bekukan lapak penjualan nya,pelayanan market place terbaik di indonesia melindungi konsumen dengan baik tolong penjual yang tidak bertanggung jawab yang menjual tidak sesuai pesanan konsum n diberi peringatan bila perlu di bekukan lapak penjualan nya,5,Positif,2026-04-13 13:47:49
shopee the best,shopee the best,shopee the best,5,Positif,2026-04-13 13:46:42
Alhamdulillah belanja online membuat ku lebih mudah,alhamdulillah belanja online membuat ku lebih mudah,alhamdulillah belanja online membuat ku lebih mudah,5,Positif,2026-04-13 13:46:26
mantap,mantap,bagus/memuaskan,5,Positif,2026-04-13 13:45:42
apa kah ini Shopee udah gk berguna lagi jadi aplikasi kok gk bisa di gunakan,apa kah ini shopee udah gk berguna lagi jadi aplikasi kok gk bisa di gunakan,apa kah ini shopee sudah tidak berguna lagi jadi aplikasi kok tidak bisa di gunakan,1,Negatif,2026-04-13 13:44:07
baik,baik,baik,5,Positif,2026-04-13 13:41:16
Ok,ok,ok,5,Positif,2026-04-13 13:38:35
Terima kasih,terima kasih,terima kasih,5,Positif,2026-04-13 13:36:56
laporan shopepay keblokir sudah 3hari belom dibuka juga.,laporan shopepay keblokir sudah hari belom dibuka juga,laporan shopepay keblokir sudah hari belom dibuka juga,1,Negatif,2026-04-13 13:36:30
tambah gak jls,tambah gak jls,tambah tidak jls,1,Negatif,2026-04-13 13:36:09
pesen orderan instan lama sampai 2hari😭,pesen orderan instan lama sampai hari,pesen orderan instan lama sampai hari,1,Negatif,2026-04-13 13:36:08
baik dan mempermudah belanja,baik dan mempermudah belanja,baik dan mempermudah belanja,5,Positif,2026-04-13 13:33:08
"recomonde, tp tolong donk ongkirnya jangan kemahalan, lama kelamaan ongkirnya mahal",recomonde tp tolong donk ongkirnya jangan kemahalan lama kelamaan ongkirnya mahal,recomonde tapi tolong donk ongkirnya jangan kemahalan lama kelamaan ongkirnya mahal,5,Positif,2026-04-13 13:32:56
saran kalau bisa video live jangan di tampilkan di awal beranda bikin berat,saran kalau bisa video live jangan di tampilkan di awal beranda bikin berat,saran kalau bisa video live jangan di tampilkan di awal beranda bikin berat,5,Positif,2026-04-13 13:32:40
bagus cuma waktu aku harus bayar 2 kali padahal di shoppe pay udah jelas kebayar masak harus bayar lagi,bagus cuma waktu aku harus bayar kali padahal di shoppe pay udah jelas kebayar masak harus bayar lagi,bagus cuma waktu aku harus bayar kali padahal di shoppe pay sudah jelas kebayar masak harus bayar lagi,3,Netral,2026-04-13 13:32:32
terdebest,terdebest,terdebest,5,Positif,2026-04-13 13:32:32
"Tolong sistem double order/triple order pada shopee food dihilangkan saja. Pesanan saya hari ini ga sesuai terus, 2 kali rugi. Bingung mau minta ganti, pihak driver sama pihak pedagang lebih galak daripada yang bayar.",tolong sistem double order triple order pada shopee food dihilangkan saja pesanan saya hari ini ga sesuai terus kali rugi bingung mau minta ganti pihak driver sama pihak pedagang lebih galak daripada yang bayar,tolong sistem double order triple order pada shopee food dihilangkan saja pesanan saya hari ini tidak sesuai terus kali rugi bingung mau minta ganti pihak driver sama pihak pedagang lebih galak daripada yang bayar,5,Positif,2026-04-13 13:32:22
"senang belanja di shopee. Alhamdulillah pelayanan baik, kurir juga baik, produknya cukup baik",senang belanja di shopee alhamdulillah pelayanan baik kurir juga baik produknya cukup baik,senang belanja di shopee alhamdulillah pelayanan baik kurir juga baik produknya cukup baik,5,Positif,2026-04-13 13:32:02
Bagus memuaskan,bagus memuaskan,bagus memuaskan,5,Positif,2026-04-13 13:31:21
mantap,mantap,bagus/memuaskan,5,Positif,2026-04-13 13:30:33
mantapp,mantapp,mantapp,5,Positif,2026-04-13 13:28:57
gak bisa di pencet suka ngelag ngelag sendiri,gak bisa di pencet suka ngelag ngelag sendiri,tidak bisa di pencet suka lag/lambat merespons lag/lambat merespons sendiri,2,Negatif,2026-04-13 13:26:02
Shopee food sering alamatnya salah padahal udah saya save yg punya saya mau,shopee food sering alamatnya salah padahal udah saya save yg punya saya mau,shopee food sering alamatnya salah padahal sudah saya save yg punya saya mau,3,Netral,2026-04-13 13:25:15
Pelayanan shopee baguuss,pelayanan shopee baguuss,pelayanan shopee baguuss,5,Positif,2026-04-13 13:25:10
makasih sangat membantu,makasih sangat membantu,makasih sangat membantu,5,Positif,2026-04-13 13:24:52
"Alhamdulillah terimakasih banyak untuk semuanya, semoga sehat dan sukses selalu buat semuanya. Aamiin Allahumma Aamiin 🤲",alhamdulillah terimakasih banyak untuk semuanya semoga sehat dan sukses selalu buat semuanya aamiin allahumma aamiin,alhamdulillah terimakasih banyak untuk semuanya semoga sehat dan sukses selalu untuk semuanya aamiin allahumma aamiin,5,Positif,2026-04-13 13:21:50
mantap dan bagus,mantap dan bagus,bagus/memuaskan dan bagus,5,Positif,2026-04-13 13:21:10
"makasih shope berkat mu aku lebih mudah untuk belanja seperti baju tas,sepatu dll harga juga terjangkau",makasih shope berkat mu aku lebih mudah untuk belanja seperti baju tas sepatu dll harga juga terjangkau,makasih shope berkat mau aku lebih mudah untuk belanja seperti baju tas sepatu dll harga juga terjangkau,5,Positif,2026-04-13 13:20:03
Shopee nya bagus dan ketika beli barang semuanya bagus 👍,shopee nya bagus dan ketika beli barang semuanya bagus,shopee nya bagus dan ketika beli barang semuanya bagus,5,Positif,2026-04-13 13:17:58
Makin kesini pengiriman dr spx lambatt..alesan kurir user gak ada dirumah padahal kerumah user aja nggak..ditunda besok,makin kesini pengiriman dr spx lambatt alesan kurir user gak ada dirumah padahal kerumah user aja nggak ditunda besok,makin kesini pengiriman dari spx lambatt alesan kurir user tidak ada dirumah padahal kerumah user saja tidak ditunda besok,3,Netral,2026-04-13 13:17:48
"bagus terpercaya juga menurutku ,tapi aga kurangin iklan di apk lain agk sedikit mengganggu ,sebelumnya juga banyak yg komplain di salh satu apk buat membaca cerita fiksi ,karna terlalu banyak iklan Shopee 🙏🏻🙏🏻",bagus terpercaya juga menurutku tapi aga kurangin iklan di apk lain agk sedikit mengganggu sebelumnya juga banyak yg komplain di salh satu apk buat membaca cerita fiksi karna terlalu banyak iklan shopee,bagus terpercaya juga menurutku tapi aga kurangin iklan di apk lain agk sedikit mengganggu sebelumnya juga banyak yg komplain di salh satu apk untuk membaca cerita fiksi karena terlalu banyak iklan shopee,5,Positif,2026-04-13 13:16:38
"kalian buat aturan kekmana sech?blom 24 jam,barang main return aja sama kurir.pdhl batas waktu masih ada satu hari kedepan.jgn terlalu banyak kejar target,tapi gak bisa maksimal.liat lah,kesal sama kurir Kelen sekarang.dulu ya dulu,kurir Kelen banyak yg masih mau bolak balik,buat antar barang customer yg blom ketemu.sekarang,di antar gak jumpa,dah cancel. itu aturan baru kalian ya.kalau iya, menyusahkan tau.merugikan penjual juga. kalau gak,benahi cara kerja kurir kalian ah.",kalian buat aturan kekmana sech blom jam barang main return aja sama kurir pdhl batas waktu masih ada satu hari kedepan jgn terlalu banyak kejar target tapi gak bisa maksimal liat lah kesal sama kurir kelen sekarang dulu ya dulu kurir kelen banyak yg masih mau bolak balik buat antar barang customer yg blom ketemu sekarang di antar gak jumpa dah cancel itu aturan baru kalian ya kalau iya menyusahkan tau merugikan penjual juga kalau gak benahi cara kerja kurir kalian ah,kalian untuk aturan kekmana sech blom jam barang main return saja sama kurir pdhl batas waktu masih ada satu hari kedepan jgn terlalu banyak kejar target tapi tidak bisa maksimal liat lah kesal sama kurir kelen sekarang dulu ya dulu kurir kelen banyak yg masih mau bolak balik untuk antar barang customer yg blom ketemu sekarang di antar tidak jumpa sudah cancel itu aturan baru kalian ya kalau iya menyusahkan tau merugikan penjual juga kalau tidak benahi cara kerja kurir kalian ah,3,Netral,2026-04-13 13:16:21
buruk dalam pelayanan saya sering dapat barang jelek tidak sesuai deskripsi dan pengiriman tidak tepat waktu,buruk dalam pelayanan saya sering dapat barang jelek tidak sesuai deskripsi dan pengiriman tidak tepat waktu,buruk dalam pelayanan saya sering dapat barang jelek tidak sesuai deskripsi dan pengiriman tidak tepat waktu,1,Negatif,2026-04-13 13:14:23
mantap,mantap,bagus/memuaskan,5,Positif,2026-04-13 13:14:13
sangat baik dalam membantu mencari kebutuhan yang di perlukan,sangat baik dalam membantu mencari kebutuhan yang di perlukan,sangat baik dalam membantu mencari kebutuhan yang di perlukan,5,Positif,2026-04-13 13:13:52
sangat bagus,sangat bagus,sangat bagus,5,Positif,2026-04-13 13:12:54
"spinjam padahal selalu di bayar lunas, skrg mau cairin di tolak. pindah belanja di tiktok aja",spinjam padahal selalu di bayar lunas skrg mau cairin di tolak pindah belanja di tiktok aja,spinjam padahal selalu di bayar lunas skrg mau cairin di tolak pindah belanja di tiktok saja,1,Negatif,2026-04-13 13:08:30
Saya tidak suka dengan Shopee,saya tidak suka dengan shopee,saya tidak suka dengan shopee,1,Negatif,2026-04-13 13:07:59
pengiriman super lambat😭🥲 banyak transit gak jelas,pengiriman super lambat banyak transit gak jelas,pengiriman super lambat banyak transit tidak jelas,1,Negatif,2026-04-13 13:06:27
bagus mantap,bagus mantap,bagus bagus/memuaskan,4,Positif,2026-04-13 13:05:33
Mudah mencari segala kebutuhan. Penanganan keluhanpun baik...,mudah mencari segala kebutuhan penanganan keluhanpun baik,mudah mencari segala kebutuhan penanganan keluhanpun baik,5,Positif,2026-04-13 13:05:07
sangat membantu,sangat membantu,sangat membantu,5,Positif,2026-04-13 13:04:48
Mantap keren,mantap keren,bagus/memuaskan keren,5,Positif,2026-04-13 13:03:40
apalah. voucher diskon 10k jam 12/20wib gak ada. mungkin di setting buat orang tertentu aja kali ya. padahal kemarin bisa loh. kecewa sih promo scam.,apalah voucher diskon k jam wib gak ada mungkin di setting buat orang tertentu aja kali ya padahal kemarin bisa loh kecewa sih promo scam,apalah kupon diskon diskon k jam wib tidak ada mungkin di setting untuk orang tertentu saja kali ya padahal kemarin bisa loh kecewa partikel penegas promosi/diskon scam,1,Negatif,2026-04-13 13:02:59
Untuk sekarang shopee sangat tidak disarankan lgi karena pengiriman nya yang sangat amat lambat pesen sekarang dateng bisa 2 minggu-1 bulan padahal wilayah perkotaan dengan alesan lonjakan pesanan padahal pas saya ke gudang nya pesanan hanya sedikit dan kurir nya pun banyak,untuk sekarang shopee sangat tidak disarankan lgi karena pengiriman nya yang sangat amat lambat pesen sekarang dateng bisa minggu bulan padahal wilayah perkotaan dengan alesan lonjakan pesanan padahal pas saya ke gudang nya pesanan hanya sedikit dan kurir nya pun banyak,untuk sekarang shopee sangat tidak disarankan lagi karena pengiriman nya yang sangat amat lambat pesen sekarang dateng bisa minggu bulan padahal wilayah perkotaan dengan alesan lonjakan pesanan padahal pas saya ke gudang nya pesanan hanya sedikit dan kurir nya pun banyak,1,Negatif,2026-04-13 13:02:55
sangat membantu,sangat membantu,sangat membantu,5,Positif,2026-04-13 12:59:36
operasional nyaa lambat jarang ada gratis ongkir,operasional nyaa lambat jarang ada gratis ongkir,operasional nyaa lambat jarang ada gratis ongkos kirim,1,Negatif,2026-04-13 12:58:24
aplikasi yang terbaik dan berguna untuk belanja online bagi seluruh warga indonesia,aplikasi yang terbaik dan berguna untuk belanja online bagi seluruh warga indonesia,aplikasi yang terbaik dan berguna untuk belanja online bagi seluruh warga indonesia,5,Positif,2026-04-13 12:55:30
good app,good app,good app,5,Positif,2026-04-13 12:54:54
baik,baik,baik,5,Positif,2026-04-13 12:54:48
belanja makin gampang di Shopee,belanja makin gampang di shopee,belanja makin gampang di shopee,5,Positif,2026-04-13 12:54:48
semua nya murah,semua nya murah,semua nya murah,5,Positif,2026-04-13 12:53:58
Kalo di apl Ijo metode pembayaran sebelum jatuh tempo dari total tagihan bisa diangsur nanti pada saat pembayaran kita bisa bayar sisanya dari jml tagihan.....menurut saya itu cukup membantu dan saling menguntungkan 👍,kalo di apl ijo metode pembayaran sebelum jatuh tempo dari total tagihan bisa diangsur nanti pada saat pembayaran kita bisa bayar sisanya dari jml tagihan menurut saya itu cukup membantu dan saling menguntungkan,kalau di apl ijo metode pembayaran sebelum jatuh tempo dari total tagihan bisa diangsur nanti pada saat pembayaran kita bisa bayar sisanya dari jml tagihan menurut saya itu cukup membantu dan saling menguntungkan,5,Positif,2026-04-13 12:53:08
sarana belanja yg aman & amanah,sarana belanja yg aman amanah,sarana belanja yg aman amanah,5,Positif,2026-04-13 12:52:23
"tolong dong Shopee diperbaiki sistemnya. masa gue nggak bisa login sama sekali sih, mentok di logo doang.",tolong dong shopee diperbaiki sistemnya masa gue nggak bisa login sama sekali sih mentok di logo doang,tolong saja (partikel penegas) shopee diperbaiki sistemnya masa gue tidak bisa login sama sekali partikel penegas mentok di logo saja,1,Negatif,2026-04-13 12:51:25
aplikasi yg bagus ramah bertanggungjawab,aplikasi yg bagus ramah bertanggungjawab,aplikasi yg bagus ramah bertanggungjawab,5,Positif,2026-04-13 12:50:56
"belanja lebih mudah Walaupun tinggal di daerah pelosok, dengan adanya aplikasi ini sangat membantu saya. pelayanan dan kurirnya juga Bagus.",belanja lebih mudah walaupun tinggal di daerah pelosok dengan adanya aplikasi ini sangat membantu saya pelayanan dan kurirnya juga bagus,belanja lebih mudah walaupun tinggal di daerah pelosok dengan adanya aplikasi ini sangat membantu saya pelayanan dan kurirnya juga bagus,5,Positif,2026-04-13 12:50:11
Alhamdulillah saya belanja di shopee belum pernah kecewa. Selalu sesuai.. Kerenn toko2 yang di shopee.. semoga terus amanah pada konsumen..,alhamdulillah saya belanja di shopee belum pernah kecewa selalu sesuai kerenn toko yang di shopee semoga terus amanah pada konsumen,alhamdulillah saya belanja di shopee belum pernah kecewa selalu sesuai kerenn toko yang di shopee semoga terus amanah pada konsumen,5,Positif,2026-04-13 12:50:06
